question_number,course_id,option_letter,option_text,is_correct
379,206,D,Validate that all data files contain digital watermarks,True
380,206,A,gather information from the customers regarding response times and quality of service.,False
380,206,B,review the manual and automated controls in the call center.,False
380,206,C,test the technical infrastructure at the call center.,False
380,206,D,evaluate the operational risk associated with the call center.,True
381,206,A,Project management,False
381,206,B,Risk assessment results,False
381,206,C,IT governance framework,False
381,206,D,Portfolio management,True
382,206,A,Identify approved data workflows across the enterprise.,False
382,206,B,Conduct a threat analysis against sensitive data usage.,False
382,206,C,Create the DLP pcJc.es and templates,False
382,206,D,Conduct a data inventory and classification exercise,True
383,206,A,Cost of projects divided by total IT cost,False
383,206,B,Expected return divided by total project cost,False
383,206,C,Net present value (NPV) of the portfolio,True
383,206,D,Total cost of each project,False
384,206,A,"Conduct a walk-through to view results of an employee plugging in a device to transfer
confidential data.",False
384,206,B,"Review compliance with data loss and applicable mobile device user acceptance
policies.",True
384,206,C,Verify the data loss prevention (DLP) tool is properly configured by the organization.,False
384,206,D,Verify employees have received appropriate mobile device security awareness training.,False
385,206,A,Improve the change management process,False
385,206,B,Establish security metrics.,False
385,206,C,Perform a penetration test,False
385,206,D,Perform a configuration review,True
386,206,A,Verify all patches have been applied to the software system's outdated version,False
386,206,B,Close all unused ports on the outdated software system.,False
386,206,C,Segregate the outdated software system from the main network.,True
386,206,D,Monitor network traffic attempting to reach the outdated software system.,False
387,206,A,reclassify the data to a lower level of confidentiality,False
387,206,B,require the business owner to conduct regular access reviews.,True
387,206,C,implement a strong password schema for users.,False
387,206,D,recommend corrective actions to be taken by the security administrator.,False
388,206,A,Inform potentially affected customers of the security breach,False
388,206,B,Notify business management of the security breach.,False
388,206,C,Research the validity of the alerted breach,True
388,206,D,Engage a third party to independently evaluate the alerted breach.,False
389,206,A,The DRP has not been formally approved by senior management.,False
389,206,B,The DRP has not been distributed to end users.,False
389,206,C,The DRP has not been updated since an IT infrastructure upgrade.,True
389,206,D,The DRP contains recovery procedures for critical servers only.,False
390,206,A,Separating equipment development testing and production,False
390,206,B,Verifying duplicate calculations in data processing,False
390,206,C,Reviewing user access rights for segregation,False
390,206,D,Executing emergency response plans,True
391,206,A,Local managers are solely responsible for risk evaluation.,False
391,206,B,IT risk management is separate from corporate risk management.,False
391,206,C,Risk management strategy is approved by the audit committee.,False
391,206,D,Risk evaluation is embedded in management processes.,True
392,206,A,Loss of application support,False
392,206,B,Lack of system integrity,True
392,206,C,Outdated system documentation,False
392,206,D,Developer access 1o production,False
393,206,A,Required approvals at each life cycle step,False
393,206,B,Date and time stamping of source and object code,False
393,206,C,Access controls for source libraries,True
393,206,D,Release-to-release comparison of source code,False
394,206,A,the provider has alternate service locations.,False
394,206,B,the contract includes compensation for deficient service levels.,False
394,206,C,the provider's information security controls are aligned with the company's.,True
394,206,D,the provider adheres to the company's data retention policies.,False
395,206,A,Notify law enforcement of the finding.,False
395,206,B,Require the third party to notify customers.,False
395,206,C,The audit report with a significant finding.,False
395,206,D,Notify audit management of the finding.,True
396,206,A,The service level agreement (SLA) includes penalties for non-performance.,False
396,206,B,Adequate action is taken for noncompliance with the service level agreement (SLA).,True
396,206,C,The vendor provides historical data to demonstrate its performance.,False
